https://www.youtube.com/watch?v=vChduBBuYl0,Mula,MULA,mula,Luly Bosa,Lully Bosa,Diva,Festina Lente Discos,Amparo Grisales,Matik Matik,Matik,Kike Mendoza,Ricardo Gallo,Ricardo Narvaez,Santiago Botero,Camilo Bartelsman,Ernesto Santos,Sobandero,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=2idHn-fQaTc,Las Áñez,Las Añez,Las Anez,Juanita Añez,Valentina Añez,Juanita Anez,Valentina Anez,Edson Velandia,Edson Velandia Corredor,Chinchilla Films,Pensar y Pensar,Cactustres,Cactus3,Cactus 3,Jerónimo Sarmiento,Farid Cortez Rengifo,Natalia Chinchilla,Edson Agustín Velandia,Velandia y la Tigra,Música Latinoamericana,Colombian singers,Música Colombia,Twin sisters,Twin Sisters sing,Twins singing,Twins music,Gemelas cantando,Gemelas cantan,,,,,
https://www.youtube.com/watch?v=b9xBAtCsCTQ,Music,Unidisc,Trans,Living,On,Video,Transx,Official,Pakito,Hyper,Crush,Keep,Up,Stop,Electronic,Techno,Trans-X,Lazard,1981,81,Electro,Electonica,Pascal,Languirand,Laurie,Ann,Gil,Vivre,Sur,Videol,Trans-x,Ex,Transex
https://www.youtube.com/watch?v=wLYiJWmFADc,world music,world,lationamerica,latinoamericana,pop in spanish,acustic,Las Áñez,Las Añez,Las Anez,Ruben Mendoza,Andrea Echeverri,Al Aire,Ministerio de Cultura de Colombia,Dados al Aire,La Curva,Don Tomate,Providencia,Colombia,Gemelas,Voces,A dos voces,Vocal,Duo vocal,Nueva canción latinoamericana,Músicas del Mundo,Latin America,Twins,Twins singing,Colombian Music,Vocal Duo,Voices,,
https://www.youtube.com/watch?v=hZbI8bpsQAs,Life,Invitation,Force,High Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=4Js-XbNj6Tk,Blonde,Redhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=FYH8DsU2WCk,new,order,blue,monday,long,version,1983,extended,,,,,,,,,,,,,,,,,,,,,,,,,
